feature,mean_importance
Ticket_9549,3.3306690738754695e-17
Name_moran,3.3306690738754695e-17
Parch_ratio_Pclass,3.3306690738754695e-17
Ticket_382652,3.3306690738754695e-17
Ticket_363291,3.3306690738754695e-17
Ticket_248738,3.3306690738754695e-17
Name_anna,3.3306690738754695e-17
Name_ethel,3.3306690738754695e-17
Ticket_239865,3.3306690738754695e-17
Name_frank,3.3306690738754695e-17
Ticket_113789,3.3306690738754695e-17
Ticket_13507,3.3306690738754695e-17
Name_borland,3.3306690738754695e-17
Name_bourke,3.3306690738754695e-17
Ticket_3336,3.3306690738754695e-17
Ticket_17757,3.3306690738754695e-17
Ticket_230080,3.3306690738754695e-17
Name_graham,3.3306690738754695e-17
Ticket_230433,4.4408920985006264e-17
Ticket_soton,4.4408920985006264e-17
Ticket_250655,4.4408920985006264e-17
Ticket_113572,4.4408920985006264e-17
Name_victor,4.4408920985006264e-17
Ticket_349909,5.551115123125783e-17
Name_mrs,0.00023557487442468216
Name_albert,0.0002494561463972977
Name_robert,0.00028405383199943125
Parch_sum_Pclass,0.0014819812036704683
Name_thomas,0.0023685730089731518
Cabin,0.003447591822669305
Ticket_113781,0.00789203040136518
Name_master,0.008303258124221525
Ticket_ston,0.013382347804226558
Ticket_1601,0.022365767667083147
Fare,0.05373116819199769
Sex,0.05707174591830094
Pclass,0.20341976788160432
Name_mr,0.24630754121039217
